No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
6263,15,C,Quercus alba,0.103,Med,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/22/18,11.03,36.83,4.99,23.16,16.88,33,115.5,0,,1
6264,15,C,Quercus rubra,0.103,Med,2016,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,5/24/18,19.39,42.58,3.68,26.01,14.74,21,73.5,1,,
4773,12,A,Acer saccharum,0.063,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.46,,-0.01,13.55,12.46,13,45.5,1,,
4791,12,A,Acer saccharum,0.063,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.46,,-0.01,13.55,12.46,13,45.5,1,,
4820,12,C,Prunus serotina,0.047,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,18.2,,0.01,4.84,6.92,13,45.5,1,,
4867,12,A,Prunus serotina,0.063,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.46,,0.28,5.14,6.73,13,45.5,1,,
6275,15,E,Quercus alba,0.086,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,5.33,5.07,3.22,18.69,20.69,33,115.5,0,,1
6276,15,D,Quercus alba,0.086,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,18.23,22.62,4.96,18.6,22.13,19,66.5,1,,
4883,12,A,Prunus serotina,0.063,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.46,,0.28,5.14,6.73,13,45.5,1,,
6281,15,D,Quercus alba,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,24.89,38.65,5.19,19.47,20.84,20,70,1,,
4911,12,C,Prunus serotina,0.047,Low,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,11.66,,0,5.01,8.16,13,45.5,1,,
4917,12,A,Acer saccharum,0.063,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.46,,-0.01,13.55,12.46,13,45.5,1,,
6287,15,B,Quercus rubra,0.11,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,21.18,28.3,3.56,26.44,14.48,19,66.5,1,,
6290,15,E,Quercus alba,0.086,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,5.33,5.07,3.22,18.69,20.69,33,115.5,0,,1
4971,12,B,Prunus serotina,0.06,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.14,,0.32,5.17,6.58,13,45.5,1,,
6295,15,D,Quercus rubra,0.086,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,23.14,51.73,3.81,26.81,14.69,33,115.5,0,,1
5003,12,D,Acer saccharum,0.032,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.73,,-0.4,10.11,10.95,13,45.5,1,,
6300,15,D,Quercus rubra,0.086,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,23.14,51.73,3.81,26.81,14.69,33,115.5,0,,1
5016,12,D,Acer saccharum,0.032,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.73,,-0.4,10.11,10.95,13,45.5,1,,
5036,12,D,Prunus serotina,0.032,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.34,,0.01,4.83,7.05,13,45.5,1,,
5059,12,B,Acer saccharum,0.06,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.9,,-0.07,11,11.67,13,45.5,1,,
5068,12,D,Prunus serotina,0.032,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.34,,0.01,4.83,7.05,13,45.5,1,,
5072,12,D,Acer saccharum,0.032,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.49,,-0.24,12.88,11.8,13,45.5,1,,
6310,15,D,Quercus alba,0.086,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,16.02,27.95,4.1,18.7,23.11,19,66.5,1,,
5141,12,D,Prunus serotina,0.032,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,10.98,,0,5,8.22,13,45.5,1,,
5149,12,B,Acer saccharum,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,,-0.04,10.96,10.99,13,45.5,1,,
5251,13,C,Acer saccharum,0.087,Med,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.8,,0.48,14.09,12.53,13,45.5,1,,
6323,15,B,Quercus rubra,0.11,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.84,23.4,3.81,21.2,18.01,33,115.5,0,,1
5286,13,C,Acer saccharum,0.087,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.72,,-0.08,13.88,12.21,13,45.5,1,,
5322,13,A,Acer saccharum,0.052,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.73,,-0.32,9.59,9.41,13,45.5,1,,
6331,15,D,Prunus serotina,0.086,Med,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,10,,0.05,7.33,11.55,17,59.5,1,,
6332,15,D,Quercus alba,0.086,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.6,32.45,5.09,19.03,22.53,33,115.5,0,,1
5334,13,A,Acer saccharum,0.052,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.29,,-0.34,9.34,9.91,13,45.5,1,,
5358,13,C,Acer saccharum,0.087,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.08,,0,13.87,12.17,13,45.5,1,,
5367,13,A,Acer saccharum,0.052,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.29,,-0.34,9.34,9.91,13,45.5,1,,
6340,15,B,Quercus alba,0.11,Med,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,10.31,34.1,5.14,21.52,18.07,33,115.5,0,,1
6346,15,D,Quercus rubra,0.086,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.65,24.37,3.71,19.82,19.29,18,63,1,,
5440,13,B,Acer saccharum,0.093,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.34,,-0.04,13.41,12.1,13,45.5,1,,
5497,13,B,Acer saccharum,0.093,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,15.25,,-0.12,13.57,12.18,13,45.5,1,,
5526,13,D,Acer saccharum,0.086,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.06,,-0.01,13.73,12.05,13,45.5,1,,
5570,13,B,Acer saccharum,0.093,Med,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.68,,0.33,12.99,12.21,13,45.5,1,,
5583,13,B,Acer saccharum,0.093,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.68,,0.33,12.99,12.21,13,45.5,1,,
5609,13,D,Acer saccharum,0.086,Med,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.1,,0.48,13.62,12.36,13,45.5,1,,
5619,14,A,Prunus serotina,0.06,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.14,,0.32,5.17,6.58,13,45.5,1,,
6373,15,B,Prunus serotina,0.11,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,11.97,,0,8.43,11.83,33,115.5,0,,1
6374,15,B,Quercus alba,0.11,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,11.55,21.45,4.81,17.87,23.66,20,70,1,,
5626,14,C,Acer saccharum,0.053,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.35,,-0.14,10.02,10.7,13,45.5,1,,
6381,15,B,Quercus alba,0.11,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,11.55,21.45,4.81,17.87,23.66,33,115.5,0,,1
6383,15,D,Quercus rubra,0.086,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,19.61,25.72,3.53,26.99,14.36,33,115.5,0,,1
5638,14,A,Acer saccharum,0.06,Low,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/17/18,5.7,,-0.27,9,9.03,13,45.5,1,,
5648,14,C,Quercus alba,0.053,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17.11,28.75,3.67,19.16,20.22,13,45.5,1,,
6390,15,D,Quercus rubra,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,15.82,47.36,3.64,26.03,14.79,21,73.5,1,,
5672,14,A,Prunus serotina,0.06,Low,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,12.79,,0.28,5.18,8.17,13,45.5,1,,
6394,15,B,Acer saccharum,0.11,Med,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,21.35,,0.63,13.5,12.52,19,66.5,1,,
6396,15,B,Prunus serotina,0.11,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,51.92,,0.93,9.96,13.23,33,115.5,0,,1
5688,14,C,Acer saccharum,0.053,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.5,,-0.08,11.36,11.62,13,45.5,1,,
6398,15,B,Acer saccharum,0.11,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/24/18,8.91,,0.12,12.32,12.2,33,115.5,0,,1
5711,14,A,Acer saccharum,0.06,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,,-0.04,10.96,10.99,13,45.5,1,,
5755,14,C,Acer saccharum,0.053,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.5,,-0.08,11.36,11.62,13,45.5,1,,
5774,14,C,Acer saccharum,0.053,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.5,,-0.08,11.36,11.62,13,45.5,1,,
5785,14,A,Prunus serotina,0.06,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.14,,0.32,5.17,6.58,13,45.5,1,,
6408,15,D,Quercus rubra,0.086,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.35,31.82,3.67,19.58,19.06,33,115.5,0,,1
5793,14,C,Prunus serotina,0.053,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,18.23,,0.23,4.84,6.51,13,45.5,1,,
6412,15,B,Quercus rubra,0.11,Med,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,12.78,6.14,3.6,24.08,15.89,33,115.5,0,,1
5811,14,C,Prunus serotina,0.053,Low,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,14.56,,0.33,5.19,7.67,13,45.5,1,,
6419,15,D,Quercus alba,0.086,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,16.02,27.95,4.1,18.7,23.11,19,66.5,1,,
5927,14,B,Acer saccharum,0.074,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.68,,-0.03,13.67,12.32,13,45.5,1,,
6429,15,B,Quercus alba,0.11,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,19.9,22.64,5.16,18.52,23.01,33,115.5,0,,1
6431,15,B,Quercus rubra,0.11,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.26,30.84,3.67,19.6,19.43,33,115.5,0,,1
6433,15,B,Acer saccharum,0.11,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,5/24/18,8.91,,0.12,12.32,12.2,17,59.5,1,,
5962,14,B,Prunus serotina,0.074,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,6.98,,0.27,5.42,8.55,13,45.5,1,,
5997,14,B,Prunus serotina,0.074,Low,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,6.98,,0.27,5.42,8.55,13,45.5,1,,
6051,15,A,Acer saccharum,0.087,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,,0.31,13.94,12.3,13,45.5,1,,
6073,15,A,Acer saccharum,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,,0.31,13.94,12.3,13,45.5,1,,
6449,15,B,Acer saccharum,0.11,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,21.35,,0.63,13.5,12.52,18,63,1,,
6090,15,A,Prunus serotina,0.087,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,16.18,,0.35,10.85,13.69,13,45.5,1,,
6144,15,A,Acer saccharum,0.087,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,,0.31,13.94,12.3,13,45.5,1,,
6147,15,A,Prunus serotina,0.087,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,8.73,,0.06,7.69,11.93,13,45.5,1,,
6175,15,A,Acer saccharum,0.087,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,,-0.02,13.88,12.46,13,45.5,1,,
6213,15,A,Prunus serotina,0.087,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,16.18,,0.35,10.85,13.69,13,45.5,1,,
6249,15,A,Prunus serotina,0.087,Med,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,8.73,,0.06,7.69,11.93,13,45.5,1,,
6278,15,D,Acer saccharum,0.086,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,11.81,,-0.03,14.03,12.43,13,45.5,1,,
6282,15,D,Acer saccharum,0.086,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.55,,0.2,13.8,11.98,13,45.5,1,,
6337,15,B,Acer saccharum,0.11,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.32,,0.17,13.71,12.61,13,45.5,1,,
6475,15,D,Quercus rubra,0.086,Med,2017,Quercus rubra,1595,Non-Sterile,Conspecific,EMF,EMF,5/24/18,15.82,47.36,3.64,26.03,14.79,33,115.5,0,,1
6356,15,B,Acer saccharum,0.11,Med,2017,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.32,,0.17,13.71,12.61,13,45.5,1,,
6514,16,C,Prunus serotina,0.133,High,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,18.81,,-0.06,10.17,14.26,13,45.5,1,,
6545,16,C,Prunus serotina,0.133,High,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,42.96,,0.7,10.84,14.12,13,45.5,1,,
6581,16,C,Acer saccharum,0.133,High,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,18.04,,0.25,14.29,12.65,13,45.5,1,,
6485,16,A,Quercus rubra,0.122,High,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.84,53.94,4.3,21.77,17.82,33,115.5,0,,1
6604,16,C,Acer saccharum,0.133,High,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,18.04,,0.25,14.29,12.65,13,45.5,1,,
6636,16,C,Acer saccharum,0.133,High,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.47,,0.18,13.49,12.46,13,45.5,1,,
6498,16,C,Quercus rubra,0.133,High,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,17.08,9.35,3.76,23.49,16.41,21,73.5,1,,
6678,16,C,Prunus serotina,0.133,High,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,42.96,,0.7,10.84,14.12,13,45.5,1,,
6746,16,D,Acer saccharum,0.133,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.47,,0.18,13.49,12.46,13,45.5,1,,
6804,16,D,Acer saccharum,0.133,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.47,,0.18,13.49,12.46,13,45.5,1,,
6503,16,A,Quercus rubra,0.122,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.86,34.99,3.47,23.07,16.51,18,63,1,,
6507,16,A,Quercus rubra,0.122,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.76,35.94,3.97,21.96,17.34,33,115.5,0,,1
6508,16,C,Quercus alba,0.133,High,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,11.12,41.61,5.56,21.51,18.86,33,115.5,0,,1
6509,16,C,Quercus alba,0.133,High,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,15.2,19.43,4.19,19.87,20.31,33,115.5,0,,1
6859,16,B,Prunus serotina,0.105,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,33.94,,0.27,10.97,13.77,13,45.5,1,,
6515,16,C,Quercus rubra,0.133,High,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.74,55.57,4.33,21.72,17.88,33,115.5,0,,1
6930,17,C,Prunus serotina,0.122,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,44.29,,0.53,10.93,14.12,13,45.5,1,,
6942,17,C,Prunus serotina,0.122,High,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,44.29,,0.53,10.93,14.12,13,45.5,1,,
6525,16,A,Quercus rubra,0.122,High,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,5/23/18,18.86,34.99,3.47,23.07,16.51,33,115.5,0,,1
6526,16,C,Quercus rubra,0.133,High,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,6/15/18,21.22,35.63,3.85,26.15,15.02,33,115.5,0,,1
6943,17,C,Acer saccharum,0.122,High,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.28,,0.33,13.32,12.22,13,45.5,1,,
6945,17,C,Acer saccharum,0.122,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,19.24,,0.26,14.54,12.67,13,45.5,1,,
6534,16,C,Quercus alba,0.133,High,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.28,45.41,5.26,18.88,23.64,33,115.5,0,,1
6955,17,A,Acer saccharum,0.095,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.19,,0.14,14.43,12.6,13,45.5,1,,
6973,17,A,Prunus serotina,0.095,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,10.79,,0.01,8.18,11.72,13,45.5,1,,
7010,17,A,Acer saccharum,0.095,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,14.2,,0.19,14.04,12.04,13,45.5,1,,
6546,16,C,Quercus alba,0.133,High,2017,Quercus alba,1297,Non-Sterile,Conspecific,EMF,EMF,5/22/18,17.39,38.97,5.21,19.85,20.86,33,115.5,0,,1
7018,17,C,Quercus alba,0.122,High,2017,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,19.05,24.34,5.36,18.81,23.51,13,45.5,1,,
7125,17,C,Prunus serotina,0.122,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,44.29,,0.53,10.93,14.12,13,45.5,1,,
6553,16,A,Quercus alba,0.122,High,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,10.89,39,5.53,21.44,18.99,33,115.5,0,,1
6560,16,A,Quercus alba,0.122,High,2016,Quercus alba,415,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9.9,37.02,5.26,21.29,18.43,17,59.5,1,,
6564,16,C,Quercus alba,0.133,High,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,19.61,26.61,5.46,18.83,24.72,33,115.5,0,,1
6568,16,C,Acer saccharum,0.133,High,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.47,,0.18,13.49,12.46,17,59.5,1,,
7171,17,B,Prunus serotina,0.111,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,27.28,,0.28,11.08,13.71,13,45.5,1,,
7180,17,D,Prunus serotina,0.118,Med,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,11.05,,-0.06,8.97,11.68,13,45.5,1,,
7204,17,B,Acer saccharum,0.111,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.56,,0.25,13.46,12.21,13,45.5,1,,
7270,17,D,Acer saccharum,0.118,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.24,,0.36,13.3,12.15,13,45.5,1,,
7271,17,D,Prunus serotina,0.118,Med,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,11.05,,-0.06,8.97,11.68,13,45.5,1,,
7297,17,B,Acer saccharum,0.111,Med,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.68,,0.26,13.88,12.56,13,45.5,1,,
7309,17,B,Prunus serotina,0.111,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,12.01,,-0.01,7.82,11.73,13,45.5,1,,
7373,18,C,Quercus alba,0.14,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,6/15/18,31.95,43.51,5.32,19.1,23.93,13,45.5,1,,
7457,18,A,Prunus serotina,0.141,High,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,48.41,,0.93,10.27,13.81,13,45.5,1,,
7483,18,C,Acer saccharum,0.14,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.81,,0.31,13.97,12.42,13,45.5,1,,
6602,16,C,Quercus alba,0.133,High,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/23/18,15.2,19.43,4.19,19.87,20.31,33,115.5,0,,1
7507,18,A,Acer saccharum,0.141,High,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.14,,0.31,14.16,13.01,13,45.5,1,,
7511,18,A,Acer saccharum,0.141,High,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.28,,0.34,13.93,12.44,13,45.5,1,,
7526,18,A,Prunus serotina,0.141,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,48.41,,0.93,10.27,13.81,13,45.5,1,,
7530,18,A,Acer saccharum,0.141,High,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.14,,0.31,14.16,13.01,13,45.5,1,,
6611,16,A,Quercus alba,0.122,High,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,10.89,39,5.53,21.44,18.99,20,70,1,,
7545,18,A,Acer saccharum,0.141,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.14,,0.31,14.16,13.01,13,45.5,1,,
7566,18,B,Prunus serotina,0.138,High,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,16.95,,-0.05,9.2,11.86,13,45.5,1,,
7571,18,E,Acer saccharum,0.148,High,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.45,,0.32,14.16,12.93,13,45.5,1,,
7572,18,D,Prunus serotina,0.161,High,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,15.04,,0.09,9.34,12.14,13,45.5,1,,
7597,18,B,Prunus serotina,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,45.75,,0.73,10.67,14.18,13,45.5,1,,
7631,18,D,Prunus serotina,0.161,High,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,43.67,,0.95,10.34,13.7,13,45.5,1,,
7707,18,B,Acer saccharum,0.138,High,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.71,,0.29,14.29,13,13,45.5,1,,
7772,18,D,Prunus serotina,0.161,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,43.67,,0.95,10.34,13.7,13,45.5,1,,
21,1,A,Acer saccharum,0.108,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,21.96,,-0.58,13.85,12.15,14,49,1,,
442,2,C,Acer saccharum,0.097,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.31,,-0.06,13.74,12.22,14,49,1,,
511,2,A,Acer saccharum,0.083,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,20.55,,-0.63,14.24,12.27,14,49,1,,
573,2,C,Acer saccharum,0.097,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,15.87,,-0.08,13.55,12.21,14,49,1,,
6648,16,A,Prunus serotina,0.122,High,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,42.4,,0.61,10.19,13.54,33,115.5,0,,1
634,2,A,Acer saccharum,0.083,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.7,,-0.22,13.7,12.02,14,49,1,,
642,2,C,Acer saccharum,0.097,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,15.87,,-0.08,13.55,12.21,14,49,1,,
657,2,E,Acer saccharum,0.118,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.07,,-0.05,13.14,12.23,14,49,1,,
689,2,B,Acer saccharum,0.082,Med,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.3,,0.34,14.17,12.38,14,49,1,,
696,2,D,Acer saccharum,0.1,Med,2016,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.5,,0.49,13.05,12.3,14,49,1,,
